NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
  25 GTMIN  0000.00  2 2020  3 2020
  25 GTMIN  0168.85  4 2020 11 2020
  25 GTMIN  0150.00 12 2020 12 2020
  25 GTMIN  0168.85  1 2021  1 2021
  25 GTMIN  0000.00  2 2021  3 2021
  25 GTMIN  0168.85  4 2021 11 2021
  25 GTMIN  0150.00 12 2021 12 2021
  25 GTMIN  0168.85  1 2022  1 2022
  25 GTMIN  0000.00  2 2022  3 2022
  25 GTMIN  0168.85  4 2022 11 2022
  25 GTMIN   150.00 12 2022                                                                                                                                                                             
  24 POTEF   363.00  8 2018          J.LACERDA C                                                                                                                                                        
  24 FCMAX    92.29  8 2018                                                                                                                                                                             
  24 GTMIN  0296.00  8 2018 12 2018                                                                                                                                                                     
  24 GTMIN   247.61  1 2019  1 2019                                                                                                                                                                     
  24 GTMIN  0000.00  2 2019  3 2019
  24 GTMIN  0247.61  4 2019 11 2019
  24 GTMIN  0000.00 12 2019 12 2019
  24 GTMIN  0247.61  1 2020  1 2020
  24 GTMIN  0000.00  2 2020  3 2020
  24 GTMIN  0247.61  4 2020 11 2020
  24 GTMIN  0000.00 12 2020 12 2020
  24 GTMIN  0247.61  1 2021  1 2021
  24 GTMIN  0000.00  2 2021  3 2021
  24 GTMIN  0247.61  4 2021 11 2021
  24 GTMIN  0000.00 12 2021 12 2021
  24 GTMIN  0247.61  1 2022  1 2022
  24 GTMIN  0000.00  2 2022  3 2022
  24 GTMIN  0247.61  4 2022 11 2022
  30 POTEF    24.00  8 2018          NUTEPA                                                                                                                                                             
  30 FCMAX     0.00  8 2018                                                                                                                                                                             
  22 POTEF    63.00  8 2018          P.MEDICI A                                                                                                                                                         
  22 FCMAX     0.00  8 2018                                                                                                                                                                             
  23 POTEF   320.00  8 2018          P.MEDICI B                                                                                                                                                         
  23 FCMAX     0.00  8 2018                                                                                                                                                                             
 107 POTEF   345.00  7 2019          PAMPA SUL                                                                                                                                                          
 107 GTMIN  0170.00  7 2019                                                                                                                                                                             
  32 POTEF    20.00  8 2018          S.JERONIMO                                                                                                                                                         
  32 FCMAX     0.00  8 2018                                                                                                                                                                             
 149 POTEF     8.00 10 2018          SAO SEPE                                                                                                                                                           
  35 POTEF   639.90  8 2018          URUGUAIANA                                                                                                                                                         
  35 FCMAX     0.00  8 2018                                                                                                                                                                             
 109 POTEF    13.12  8 2018          ALTOS                                                                                                                                                              
 109 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 109 FCMAX    64.41 10 2018 12 2018                                                                                                                                                                     
 109 FCMAX   100.00  1 2019                                                                                                                                                                             
 111 POTEF    11.48  8 2018          ARACATI                                                                                                                                                            
 111 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 111 FCMAX    67.16 10 2018 12 2018                                                                                                                                                                     
 111 FCMAX   100.00  1 2019                                                                                                                                                                             
 112 POTEF    30.97  8 2018          BAHIA I                                                                                                                                                            
 113 POTEF    11.48  8 2018          BATURITE                                                                                                                                                           
 113 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 113 FCMAX    83.62 10 2018 12 2018                                                                                                                                                                     
 113 FCMAX   100.00  1 2019                                                                                                                                                                             
  93 POTEF   346.80  8 2018          CAMACARI D/G                                                                                                                                                       
  93 FCMAX     0.00  8 2018                                                                                                                                                                             
 235 POTEF   143.08 11 2020          CAMACARI MII                                                                                                                                                       
  52 POTEF   169.08  8 2018          CAMPINA GDE                                                                                                                                                        
 117 POTEF    13.12  8 2018          CAMPO MAIOR                                                                                                                                                        
 117 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 117 FCMAX    91.77 10 2018 12 2018                                                                                                                                                                     
 117 FCMAX   100.00  1 2019                                                                                                                                                                             
 119 POTEF    14.76  8 2018          CAUCAIA                                                                                                                                                            
 119 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 119 FCMAX    86.18 10 2018 12 2018                                                                                                                                                                     
 119 FCMAX   100.00  1 2019                                                                                                                                                                             
 121 POTEF    13.12  8 2018          CRATO                                                                                                                                                              
 121 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 121 FCMAX   100.00  1 2019                                                                                                                                                                             
 125 POTEF    14.76  8 2018          ENGUIA PECEM                                                                                                                                                       
 125 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 125 FCMAX    79.34 10 2018 12 2018                                                                                                                                                                     
 125 FCMAX   100.00  1 2019                                                                                                                                                                             
 106 POTEF    16.79  1 2019          ERB CANDEIAS                                                                                                                                                       
  74 POTEF   138.00  8 2018          FAFEN                                                                                                                                                              
  74 FCMAX    99.60  8 2018                                                                                                                                                                             
  42 POTEF   326.60  8 2018          FORTALEZA                                                                                                                                                          
  42 FCMAX     0.00  8 2018  8 2018                                                                                                                                                                     
  42 FCMAX   100.00  9 2018                                                                                                                                                                             
  42 GTMIN  0223.00  1 2019                                                                                                                                                                             
  53 POTEF   148.80  8 2018          GLOBAL I                                                                                                                                                           
  53 IPTER     3.01  1 2019  1 2019                                                                                                                                                                     
  53 IPTER     5.36  2 2019  2 2019                                                                                                                                                                     
  53 IPTER     0.00  3 2019 12 2019                                                                                                                                                                     
  55 POTEF   148.80  8 2018          GLOBAL II                                                                                                                                                          
  55 IPTER     4.95  1 2019  1 2019                                                                                                                                                                     
  55 IPTER     0.00  2 2019 12 2019                                                                                                                                                                     
 127 POTEF    14.76  8 2018          IGUATU                                                                                                                                                             
 127 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 127 FCMAX    96.00 10 2018 12 2018                                                                                                                                                                     
 127 FCMAX   100.00  1 2019                                                                                                                                                                             
 133 POTEF    14.76  8 2018          JUAZEIRO N                                                                                                                                                         
 133 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 133 FCMAX    87.94 10 2018 12 2018                                                                                                                                                                     
 133 FCMAX   100.00  1 2019                                                                                                                                                                             
  57 POTEF   168.00  8 2018          MARACANAU I                                                                                                                                                        
  57 FCMAX    98.03  8 2018                                                                                                                                                                             
  57 IPTER    12.50  1 2019  4 2019                                                                                                                                                                     
  57 IPTER     0.00  5 2019 12 2019                                                                                                                                                                     
 135 POTEF    13.12  8 2018          MARAMBAIA                                                                                                                                                          
 135 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 135 FCMAX    80.26 10 2018 12 2018                                                                                                                                                                     
 135 FCMAX   100.00  1 2019                                                                                                                                                                             
 164 POTEF   147.16  8 2018          MURICY                                                                                                                                                             
 138 POTEF    13.12  8 2018          NAZARIA                                                                                                                                                            
 138 FCMAX     0.00  8 2018  9 2018                                                                                                                                                                     
 138 FCMAX    72.56 10 2018 12 2018                                                                                                                                                                     
 138 FCMAX   100.00  1 2019                                                                                                                                                                             
 167 POTEF   720.28  8 2018          P. PECEM I                                                                                                                                                         
 224 POTEF  1515.64  1 2020          P. SERGIPE I                                                                                                                                                       
 160 POTEF    94.08  8 2018          PAU FERRO I                                                                                                                                                        
 162 POTEF   143.08 11 2020          PECEM II                                                                                                                                                           
  98 POTEF   200.79  8 2018          PERNAMBU_III                                                                                                                                                       
 144 POTEF   136.20  8 2018          PETROLINA                                                                                                                                                          
 144 FCMAX    96.92  8 2018                                                                                                                                                                             
 151 POTEF    53.12  8 2018          POTIGUAR                                                                                                                                                           
 161 POTEF    66.40  8 2018          POTIGUAR III                                                                                                                                                       
 161 FCMAX    82.50  8 2018                                                                                                                                                                             
 147 POTEF    28.02 10 2018          PROSPERIDADE                                                                                                                                                       
 170 POTEF   381.26  8 2018          SUAPE II                                                                                                                                                           
  43 POTEF   185.90  8 2018          TERMOBAHIA                                                                                                                                                         
  43 FCMAX    85.50  8 2018                                                                                                                                                                             
 152 POTEF    49.73  8 2018          TERMOCABO                                                                                                                                                          
 159 POTEF   143.04  8 2018          TERMOMANAUS                                                                                                                                                        
  67 POTEF   170.85  8 2018          TERMONE                                                                                                                                                            
  69 POTEF   170.85  8 2018          TERMOPB                                                                                                                                                            
  96 POTEF   532.76  8 2018          TERMOPE                                                                                                                                                            
  96 FCMAX    57.14  8 2018  8 2018                                                                                                                                                                     
  96 GTMIN   276.80  8 2018  8 2018                                                                                                                                                                     
  96 FCMAX   100.00  9 2018                                                                                                                                                                             
  96 GTMIN  0348.80  9 2018  2 2019                                                                                                                                                                     
  96 GTMIN   218.74  3 2019  3 2019                                                                                                                                                                     
  96 GTMIN  0348.80  4 2019                                                                                                                                                                             
  96 IPTER     0.00  1 2019  2 2019                                                                                                                                                                     
  96 IPTER    54.84  3 2019  3 2019                                                                                                                                                                     
  96 IPTER    23.33  4 2019  4 2019                                                                                                                                                                     
  96 IPTER     0.00  5 2019 12 2019                                                                                                                                                                     
  83 POTEF   367.90  8 2018          VALE DO ACU                                                                                                                                                        
  83 FCMAX    84.30  8 2018                                                                                                                                                                             
  83 IPTER     0.00  1 2019  4 2019                                                                                                                                                                     
  83 IPTER    36.86  5 2019  5 2019                                                                                                                                                                     
  83 IPTER    29.81  6 2019  6 2019                                                                                                                                                                     
  83 IPTER     0.00  7 2019 12 2019                                                                                                                                                                     
 201 POTEF   166.00  8 2018          APARECIDA                                                                                                                                                          
 201 GTMIN   111.54  8 2018  9 2018                                                                                                                                                                     
 201 GTMIN   144.51 10 2018 10 2018                                                                                                                                                                     
 201 GTMIN   144.60 11 2018 11 2018                                                                                                                                                                     
 201 GTMIN   146.97 12 2018 12 2018                                                                                                                                                                     
 201 GTMIN   127.21  1 2019  7 2020                                                                                                                                                                     
 201 FCMAX     0.00  8 2020                                                                                                                                                                             
 203 POTEF    85.38  8 2018          C. ROCHA                                                                                                                                                           
 203 GTMIN  0067.00  8 2018                                                                                                                                                                             
 318 POTEF    40.00  8 2018  3 2019  FLORES LT1                                                                                                                                                         
 318 GTMIN  0000.00  8 2018  8 2018                                                                                                                                                                     
 318 GTMIN  0000.00 12 2018 12 2018                                                                                                                                                                     
 319 POTEF    40.00  8 2018  3 2019  FLORES LT2                                                                                                                                                         
  73 POTEF   165.87  8 2018          GERAMAR I                                                                                                                                                          
  70 POTEF   165.87  8 2018          GERAMAR II                                                                                                                                                         
 317 POTEF    25.00  8 2018  3 2019  IRANDUBA                                                                                                                                                           
 317 GTMIN  0000.00  8 2018  8 2018                                                                                                                                                                     
 317 GTMIN  0000.00 10 2018 10 2018                                                                                                                                                                     
 317 GTMIN  0000.00 11 2018 11 2018                                                                                                                                                                     
 317 GTMIN  0000.00 12 2018 12 2018                                                                                                                                                                     
 204 POTEF    75.48  8 2018          JARAQUI                                                                                                                                                            
 204 FCMAX    86.95  8 2018                                                                                                                                                                             
 204 GTMIN    62.99  8 2018                                                                                                                                                                             
 205 POTEF    66.80  8 2018          MANAUARA                                                                                                                                                           
 205 FCMAX    99.43  8 2018                                                                                                                                                                             
 205 IPTER     0.39  8 2018                                                                                                                                                                             
 205 GTMIN  0064.50  8 2018                                                                                                                                                                             
 212 POTEF   518.80  8 2018          MARANHAO III                                                                                                                                                       
 212 GTMIN   482.05  8 2018 11 2018                                                                                                                                                                     
 212 GTMIN   482.05  6 2019 11 2019                                                                                                                                                                     
 212 GTMIN  0483.37  6 2020 11 2020                                                                                                                                                                     
 212 GTMIN   482.05  6 2021 11 2021                                                                                                                                                                     
 212 GTMIN   482.05  6 2022 11 2022                                                                                                                                                                     
  36 POTEF   337.60  8 2018          MARANHAO IV                                                                                                                                                        
  21 POTEF   337.60  8 2018          MARANHAO V                                                                                                                                                         
 140 POTEF   189.55  8 2018 12 2018  MAUA 3                                                                                                                                                             
 140 FCMAX    58.04  8 2018  8 2018                                                                                                                                                                     
 140 GTMIN  0000.00  8 2018  8 2018
 140 POTEF   590.75  1 2019                                                                                                                                                                             
 140 FCMAX    99.97  9 2018  9 2018                                                                                                                                                                     
 140 GTMIN  0000.00  9 2018  9 2018
 140 FCMAX    99.71 10 2018 12 2018                                                                                                                                                                     
 140 GTMIN  0000.00 10 2018 12 2018
 140 FCMAX    98.69  1 2019                                                                                                                                                                             
 140 GTMIN  0264.00  1 2019        
 206 POTEF   110.00  8 2018          MAUA B3                                                                                                                                                            
 206 FCMAX     0.00  8 2018                                                                                                                                                                             
 141 POTEF   150.00  8 2018          MAUA B4                                                                                                                                                            
 141 FCMAX     0.00  8 2018                                                                                                                                                                             
  46 POTEF   178.21  8 2018          N.VENECIA 2                                                                                                                                                        
 228 POTEF     5.54  2 2021          O. CANOAS 1                                                                                                                                                        
 228 GTMIN  0002.25  2 2021                                                                                                                                                                             
 116 POTEF    56.28  8 2018          PARNAIBA IV                                                                                                                                                        
 207 POTEF    66.00  8 2018          PONTA NEGRA                                                                                                                                                        
 207 IPTER     0.53  8 2018                                                                                                                                                                             
 207 GTMIN  0064.00  8 2018                                                                                                                                                                             
 176 POTEF   360.14  8 2018          PORTO ITAQUI                                                                                                                                                       
  94 POTEF    12.00  8 2018          SANTANA LM                                                                                                                                                         
  94 FCMAX     0.00  8 2018                                                                                                                                                                             
 208 POTEF    12.00  8 2018          SANTANA W                                                                                                                                                          
 208 FCMAX     0.00  8 2018                                                                                                                                                                             
 136 POTEF   254.84  8 2018          SUZANO MA                                                                                                                                                          
 136 GTMIN   235.00  8 2018 12 2018                                                                                                                                                                     
 136 GTMIN   233.41  1 2019                                                                                                                                                                             
 209 POTEF    93.04  8 2018          TAMBAQUI                                                                                                                                                           
 209 FCMAX    70.54  8 2018                                                                                                                                                                             
 209 GTMIN  0063.00  8 2018                                                                                                                                                                             
 219 TEIFT     0.00  8 2018  9 2018  CCBS_L1
 220 TEIFT     0.00  8 2018  9 2018  CCBS_L13
  63 TEIFT     0.00  8 2018  9 2018  IBIRITERMO
 171 TEIFT     0.00  8 2018  9 2018  NORTEFLU-1
 172 TEIFT     0.00  8 2018  9 2018  NORTEFLU-2
 173 TEIFT     0.00  8 2018  9 2018  NORTEFLU-3
 174 TEIFT     0.00  8 2018  9 2018  NORTEFLU-4
 217 TEIFT     0.00  8 2018  9 2018  T LAGOAS_L1
 218 TEIFT     0.00  8 2018  9 2018  T LAGOAS_L13
 215 TEIFT     0.00  8 2018  9 2018  TERMORIO_L1
 216 TEIFT     0.00  8 2018  9 2018  TERMORIO_L13
 109 TEIFT     0.00  8 2018  9 2018  ALTOS
 111 TEIFT     0.00  8 2018  9 2018  ARACATI
 113 TEIFT     0.00  8 2018  9 2018  BATURITE
 117 TEIFT     0.00  8 2018  9 2018  CAMPO MAIOR
 119 TEIFT     0.00  8 2018  9 2018  CAUCAIA
 121 TEIFT     0.00  8 2018  9 2018  CRATO
 125 TEIFT     0.00  8 2018  9 2018  ENGUIA PECEM
 127 TEIFT     0.00  8 2018  9 2018  IGUATU
 133 TEIFT     0.00  8 2018  9 2018  JUAZEIRO N
 135 TEIFT     0.00  8 2018  9 2018  MARAMBAIA
 138 TEIFT     0.00  8 2018  9 2018  NAZARIA
  96 TEIFT     0.00  8 2018  9 2018  TERMOPE
 140 TEIFT     0.00  8 2018  9 2018  MAUA 3
  42 TEIFT     0.00  8 2018  9 2018  FORTALEZA
